Death,Loss
1.491361694,4
2.903089987,5.622421274
1.698970004,3.610660163
1.919078092,5.204119983
1.531478917,4.064457989
1.84509804,4.862727528
2.113943352,3.954242509
1.230448921,3
1.176091259,4.079181246
1.653212514,4.477121255
2.100370545,4.897627091
1.176091259,3.698970004
2.012837225,4.612783857
1.531478917,4.342422681
1.602059991,5.380211242
1.633468456,4.278753601
1.51851394,4.77815125
1.041392685,3
1.041392685,3.875061263
1.875061263,4.410996434
2.662757832,5.397940009
1.041392685,4.113943352
1.041392685,2.681241237
2.540329475,5.204119983
1.113943352,4.361727836
2.938019097,4.633468456
1.77815125,4.875061263
2.307496038,5.235528447
0.903089987,3.77815125
1.146128036,5.130333768
1.176091259,3.698970004
1,4.123459619
1.041392685,4.841628474
2.252853031,5.238046103
1.397940009,4.053078443
1.672097858,5.227886705
1.146128036,3.380211242
1.662757832,6.77815125
1.255272505,6.871572936
2.946452265,5.839792184
1.491361694,5.698970004
1.146128036,5.443200382
1.397940009,6.903089987
1.204119983,5.51851394
1.602059991,4.633468456
2.187520721,4.230448921
1.949390007,5.176091259
1.973127854,4.491361694
1.556302501,4.176091259
1.707570176,4.759667845
1.491361694,4
2,4.531478917
1.079181246,3
1.755874856,4
1.414973348,3.698970004
1.079181246,5.698970004
1.69019608,4.079181246
1.041392685,5.462397998
2.926342447,6.176091259
1.897627091,4.556302501
2.176091259,1
4.301138556,6.418798291
1.079181246,2.698970004
2.086359831,4
2.498310554,5.542202782
1.740362689,3.77815125
0.477121255,4.380211242
1.204119983,4.176091259
1.919078092,3.602059991
1.462397998,4.892094603
1.612783857,6.77815125
2.096910013,5.672097858
0.954242509,3.698970004
2.161368002,5.477121255
1.041392685,4.380211242
1.477121255,4.397940009
2.365487985,4.83610248
1.51851394,6.438225808
2,4.954242509
1.792391689,4.880813592
1.544068044,4.230448921
1.505149978,4.397940009
2.322219295,5.390935107
1.278753601,4.77815125
1.431363764,5.84509804
0,3.77815125
1.662757832,3.698970004
2,4.602059991
2,5.380211242
1.204119983,4.230448921
1.568201724,3.903089987
2.017033339,4.389166084
2.614897216,4.896526217
1.748188027,4.176091259
2.491361694,4.924279286
2.301029996,3.477121255
2,3
1.903089987,5.903089987
1.681241237,4.414973348
1.431363764,5.477121255
1.477121255,5.397940009
2.056904851,3.973127854
1.301029996,3.672097858
1.322219295,3.698970004
1.204119983,3
2.462397998,4.356025857
2.96425963,5.477121255
1.301029996,4.740362689
1.176091259,3.342422681
1.698970004,4.653212514
1.819543936,5.222716471
2.220108088,5.079181246
2.164352856,5.012837225
1.041392685,2.593286067
1.041392685,4.771293443
1.447158031,4.612561356
2.301029996,3.954242509
2.176091259,5.544068044
1.62324929,4.977723605
1.880813592,5
1.447158031,5.602059991
1.176091259,3.234010818
1.544068044,3.161368002
1,6.342422681
1.491361694,3
1.146128036,5.301029996
2.899273187,6.491361694
1.959041392,5.646403726
2.356025857,5.477121255
1.672097858,2.698970004
1.51851394,3
1,6
1.792391689,3.753123245
1.342422681,3.698970004
1.041392685,4.586587305
1.431363764,7.064457989
1,3.342422681
1.380211242,3.452706227
2.222716471,5.698970004
2.217483944,5.73239376
1.51851394,4.301029996
2.250420002,3.62324929
1.591064607,3.602059991
1.462397998,2
1.462397998,3.176091259
1.342422681,1.477121255
2.264817823,6.62324929
0.477121255,2.698970004
1.414973348,5
0,4.301029996
0,1.698970004
1.361727836,6.075546961
1.913813852,4.378397901
1.113943352,5.806179974
1.740362689,4.763427994
2.187520721,4.554210444
1.041392685,6.255272505
1.477121255,5.900913068
1.556302501,5.84509804
1.113943352,3.204119983
1.903089987,5.301029996
1.477121255,5.653694795
1.431363764,4.51851394
1.86923172,4.041392685
1.62324929,3.517459827
1.146128036,2.376576957
1.755874856,3.523746467
1.230448921,4.477121255
1.462397998,5.065579715
2.428134794,5.195899652
1.477121255,4.204119983
0.301029996,4.602059991
1.880813592,3.597804842
1.477121255,3
1.361727836,6.012081823
2.247973266,5.130333768
1.653212514,6.602059991
1.579783597,5.204119983
2.371067862,4.462397998
3.355259906,6.698970004
3.08278537,5.602059991
1.707570176,3.602059991
1.113943352,3.390051496
2.633468456,6.897077003
1.477121255,6.683947131
1.361727836,3.84509804
1.301029996,5
1.322219295,4.422721126
1.204119983,4.875061263
1.176091259,2.431363764
1.146128036,6.238046103
1.301029996,4.740362689
2.537819095,5.447158031
3.016615548,5.447158031
3.971043792,6.217483944
4.17868924,5.944482672
4.289811839,6.643452676
4.302958319,6.643452676
2.460897843,4.903089987
2.089905111,6.387389826
1.579783597,5.382017043
1.204119983,6.527629901
1.716003344,4.505149978
0.477121255,4.77815125
0.954242509,4.602059991
1.785329835,4.544068044
1.041392685,3.286231854
1.698970004,4.447158031
2.40654018,3.84509804
1.838849091,3
4.428069969,5.698970004
1.176091259,4.579783597
2.206825876,5.481442629
1.826074803,5.227886705
1.113943352,3.984077034
1.113943352,6.322219295
1.748188027,4.77815125
1.568201724,3
1.462397998,3.544068044
2.797959644,5.602059991
0.602059991,5.544068044
1.204119983,3.602059991
1.491361694,3
1.544068044,5.217483944
2.372912003,2.837588438
1.447158031,2.568201724
1.146128036,3.84509804
1.672097858,5.557507202
1.447158031,4.293738118
1.447158031,5.602059991
1.72427587,3.903089987
2.123851641,6.041392685
1,3.744136452
1.380211242,4.301029996
2.274157849,6.340444115
0.602059991,6
0,5.477121255
1,7.204119983
1.041392685,5.698970004
0.903089987,3
2.346352974,5.673020907
1.612783857,6.954242509
0,3.698970004
0.301029996,6.535304249
0.602059991,3
1.591064607,5.948901761
0.477121255,3
1.176091259,5.774516966
0,3
1.716003344,7.255272505
0.954242509,5.740362689
1.041392685,5.471291711
3.439963936,4.698970004
0.301029996,5
0.77815125,6.903089987
1.397940009,5.86923172
1.949390007,6.361727836
1.602059991,7.447158031
1.505149978,4.740362689
3.209246849,4.893206753
1.113943352,4
0.301029996,5.243038049
0.301029996,5.698970004
5.219343476,6.648516134
4.214552455,6.009790719
0,5
4.548990994,6.119420863
2.008600172,5.672190251
1.851258349,5.698970004
1.903089987,5.698970004
2.474216264,5
0.477121255,4.477121255
3.921426341,6
2.322219295,5.440909082
1.079181246,4.602059991
1.447158031,5.301029996
1.301029996,5.544068044
2.414973348,3.698970004
2.716003344,4.477121255
1.748188027,4
2.155336037,3.698970004
2.397940009,4.698970004
2.786751422,4.903089987
1.556302501,5.477121255
1.278753601,4.228272002
2.193124598,3.698970004
0,2.698970004
0.698970004,1.301029996
1.62324929,3.079181246
2.068185862,4.653212514
1.041392685,3.698970004
1.763427994,5.783188691
2.378397901,6.361727836
2.371067862,6.334453751
1.204119983,6.146128036
1.602059991,4.698970004
0,4.477121255
0.698970004,6.348304863
1.380211242,5.903089987
1.041392685,6.311753861
1.204119983,4.792391689
3.079181246,6.522444234
1.77815125,2.167317335
1.322219295,5.08278537
0.602059991,5.84509804
0.77815125,6.322219295
0,5.342422681
3.263162465,8.096910013
0.84509804,5.301029996
1.51851394,5.495544338
1.716003344,5.960470778
2.201397124,6.278753601
0.477121255,4.579783597
1.505149978,6
0.698970004,3.698970004
1.204119983,2.748188027
1.397940009,6.243038049
0.903089987,4.301029996
1.397940009,6.017033339
1.204119983,3.301029996
1,4.301029996
1.875061263,5.340939602
1.949390007,5.62324929
0,4.301029996
3.179838928,5.994888795
0.77815125,5
1.556302501,6.397940009
1.838849091,5.551083865
0,1.698970004
3.116939647,6
4.865329062,6.716003344
1.230448921,4.176091259
1.278753601,5.068185862
1.301029996,5.380211242
1.301029996,4.041392685
1.826074803,4.079181246
1.672097858,4.190331698
0,5.477121255
0,1.698970004
1.278753601,5.574031268
1.740362689,4.986771734
1.838849091,4.431363764
2.064457989,6
2,4.51851394
0,5.204119983
1.278753601,5.256958153
0.698970004,5.432969291
2.193124598,4.431363764
1.397940009,4.544068044
1.041392685,4.039136399
1.278753601,4.432969291
3.051538391,3.343014497
1.591064607,4.397940009
1,6.079181246
1.799340549,4.625950046
1.447158031,5.77815125
1.079181246,6.204119983
1.322219295,5.522444234
1.146128036,4.204119983
1.342422681,4.556302501
1.361727836,5.67669361
1.612783857,3.522183318
2.064457989,4.397940009
3.761777538,6.491361694
1.698970004,5.149219113
2.372912003,4.741939078
1.62324929,4.041392685
1.041392685,6
2.913813852,6.52179165
1.568201724,3.477121255
2.904174368,4.740362689
2.037426498,5.564666064
0.602059991,2.673020907
1.949390007,5.954242509
0.77815125,5.130333768
2.544068044,6.530199698
2.697229343,3.505149978
0.77815125,5.161368002
2.644438589,6.399673721
1.62324929,3.903089987
1,6.397940009
2.357934847,5.053078443
1.851258349,5.79518459
2.214843848,3.997386384
1.531478917,3.957942335
1.397940009,3.477121255
1.672097858,5.501059262
3.145817714,4.822168079
1.977723605,5.658964843
1.113943352,4
0.77815125,4.342422681
1.204119983,4.755874856
1.230448921,5.450249108
2.127104798,6.463892989
1.770852012,5.096910013
0.301029996,5.653212514
0.602059991,5.176091259
1.041392685,6.740362689
0.477121255,5.397940009
1.113943352,6.079181246
0.84509804,5.740362689
0.77815125,5
1.230448921,5.781755375
1.812913357,5.698970004
1.602059991,4.954242509
1.301029996,5.113943352
1.832508913,5.98721923
1,0.954242509
1.204119983,5.146128036
1.301029996,5.77815125
1.826074803,5.301029996
1.903089987,5.380211242
0.698970004,4
1.113943352,4.414973348
1.342422681,4.132291716
0.954242509,6.113943352
2.079181246,4.146128036
1.880813592,6.591064607
1.633468456,4.892094603
1.079181246,4.342422681
2.383815366,6.209515015
1,4.447158031
2.176091259,5.477121255
2.728353782,6.645977556
1.322219295,3.857332496
2.330413773,3.380211242
3.045322979,5
2.230448921,4.602059991
1.919078092,5.517195898
1.462397998,4.903089987
1.86923172,5.113943352
0.84509804,2.691965103
1.643452676,5.514704442
2.785329835,5.477121255
2.773054693,5.77815125
1.591064607,5.949660746
0.477121255,2.691965103
1.414973348,5.84509804
1.812913357,6.243038049
1.041392685,4.414973348
1.230448921,3.740362689
0,3.818159886
1.397940009,5.698970004
1.041392685,4.414973348
1.255272505,4.469822016
0.954242509,5.804820679
1.982271233,5.281033367
1.903089987,5.439332694
1.301029996,4.84509804
1.278753601,4.903089987
1.176091259,4
1.919078092,5.477121255
0,5.698970004
2.11058971,4.890421019
1.255272505,4.544068044
1.041392685,3.401400541
3.626750854,6.361727836
1.740362689,5.544068044
1.462397998,3.698970004
1.301029996,3
1.643452676,5.004970181
1.462397998,5.559906625
1.51851394,4.653212514
1.380211242,5.698970004
1.875061263,5.698970004
1.079181246,5.544068044
1.361727836,6.301029996
1.041392685,2.414973348
2.11058971,7.324282455
1.770852012,6.113943352
1.041392685,3.84509804
1.799340549,4.487604956
0.602059991,5.698970004
0.301029996,4.698970004
0.698970004,6.079181246
0.301029996,4.698970004
0.954242509,4.301029996
1.556302501,5.556302501
1.568201724,3.301029996
1.255272505,3.301029996
1.397940009,4.69019608
0,4.204119983
5.141029386,6.602059991
4.941888916,7.929418926
1.342422681,5.84509804
1.806179974,4.99639783
0.84509804,6.204119983
1.361727836,5.222716471
2.245512668,6.342422681
1.041392685,3.101747074
3.026533265,5.089905111
1.146128036,5.243038049
2.808885867,5.454378314
1.812913357,1.462397998
0,4.86332286
1,1.602059991
0.301029996,4
1.414973348,4.204119983
1.579783597,6
2.209515015,5.079181246
1.079181246,5.255272505
1.556302501,5.012837225
1.079181246,4.820844869
1.633468456,6.84509804
0.602059991,4.763427994
0.301029996,2.579783597
1.579783597,4.529815197
1.602059991,5.691965103
0.84509804,5.204119983
0.84509804,6.176091259
1.913813852,7.477121255
1.301029996,4.62324929
1.255272505,4.204119983
1.255272505,3.812913357
1.342422681,4.421603927
1.968482949,5.541579244
1.462397998,3.602059991
1.672097858,4.301029996
1.954242509,5.602059991
2.220108088,4
1.995635195,5.680335513
1.826074803,4.462397998
2.178976947,5.875061263
1.230448921,3
0.602059991,5.439332694
1.278753601,5.008600172
1.079181246,6
1.380211242,7
2.045322979,4.397940009
1.531478917,5.633468456
1.041392685,4
1,4.361727836
1.491361694,5.301029996
1.079181246,4.635955986
1.146128036,6.278753601
1.041392685,6.505149978
0.301029996,4.643452676
0.602059991,4.176091259
1.763427994,6.041392685
2.255272505,6.113943352
2.469822016,6.397940009
1.176091259,3.698970004
1.748188027,5.740362689
1.886490725,4.482044204
1.462397998,4.411788005
2.278753601,5.431363764
1.716003344,5.795880017
1.176091259,4.819543936
0,5.301029996
1.113943352,5.176091259
0,5
1.041392685,4.770852012
1.204119983,3.631545228
1.414973348,1.973127854
0,4.698970004
1.73239376,5.1430148
1.204119983,6.397940009
1.954242509,6
0.903089987,6.150938713
1.414973348,4.397940009
2.799340549,5.397940009
2.10720997,5.204119983
1.602059991,5.740362689
1.176091259,3.799547307
1.113943352,5.469823488
2.996511672,5.342422681
1.204119983,5
2.699837726,5.375643499
2.260071388,5.894869657
0.954242509,3.977723605
2.170261715,5.093561758
3.077367905,6.342422681
0.477121255,4.544068044
2.709269961,5.767437138
1.544068044,4.301029996
2.550228353,6.33243846
1.939519253,4.77815125
2.439332694,5.972665592
0.77815125,5.77815125
1.591064607,4.181672122
2.093421685,5.447158031
1.84509804,4.806179974
1.612783857,6.012837225
2.206825876,5.954242509
1.86923172,5.161368002
1.146128036,3.460597189
1.301029996,5.477121255
1.301029996,4.51851394
1.204119983,5.44870632
1.041392685,5.033423755
1.278753601,4.255272505
5.347466626,6.903089987
1.477121255,4.954242509
1.612783857,4.204119983
1.633468456,6.130333768
0,5.204119983
0.602059991,6
0.477121255,5.531478917
1.72427587,6.626340367
0.477121255,5.431363764
2.749736316,7.477121255
1.643452676,4.53877475
2.408239965,5.301029996
2.621176282,6
3.472463897,5.698970004
1.86332286,5.309630167
1.462397998,4.794146332
1.477121255,6.371067862
1.204119983,6
1.361727836,4.903089987
2.240549248,5.812913357
1.255272505,4.954242509
1,4.301029996
1.397940009,6.176091259
3.228143608,7.255272505
1.857332496,5.779596491
1.414973348,6.045881334
1.342422681,6.301029996
1.72427587,5.650307523
0.301029996,2.698970004
2.164352856,3.938269483
1.041392685,2.698970004
3.297760511,6.977723605
1.72427587,6.255272505
4.746135798,5.602059991
3.24674471,5.880241776
0.84509804,5.197445972
1.146128036,4.643452676
1.72427587,5.698970004
2.301029996,6.225309282
1.176091259,5.176091259
1.602059991,4.477121255
2.463892989,4.892094603
1.322219295,5.187520721
1.544068044,5.440507646
1.505149978,4
1.361727836,4.819543936
1.653212514,4.755874856
1.146128036,2.698970004
1.491361694,5.032215703
1.698970004,5.408239965
1.041392685,6.176091259
1.505149978,4.462397998
1.612783857,5.230448921
1.643452676,5.431363764
2.307496038,4.342422681
2.041392685,4.675879116
2.954242509,6
1.041392685,5.477121255
1.672097858,5.301029996
1.255272505,5.477121255
2.257678575,7.176091259
1.397940009,5.462397998
4.297672987,8.322219295
1.806179974,5.501059262
1.86923172,3.556302501
1.602059991,5.324282455
2.139879086,6.012837225
1.662757832,6.301029996
1.255272505,4.176091259
2.549003262,7.041392685
1.568201724,4.49497508
2.245512668,7.146128036
1.491361694,2.399673721
2.669316881,6.806179974
1.380211242,3.653212514
1.342422681,4.84509804
1.924279286,4.801115457
1.041392685,1.770852012
2.910090546,7.602059991
1.672097858,5.439332694
1.633468456,4.537214439
2.706717782,6.397940009
2.392696953,5.716837723
2.068185862,6.62838893
2.378397901,5.968482949
1.397940009,3.424064525
0.477121255,5.340444115
2.012837225,5.536776797
2.130333768,6.11058971
1.633468456,4.791781848
1.544068044,6
1,3.767155866
1.929418926,5.243043012
2.781036939,6.176091259
2.178976947,3.230448921
1.72427587,4.716003344
1.462397998,6.477121255
1.832508913,5.812913357
1.62324929,5.635483747
3.158060794,4.580719749
1.672097858,5.574754489
1.51851394,3.301029996
1.62324929,2.089905111
1.698970004,4.301029996
1.653212514,5.122546799
2.127104798,5.198657087
2.053078443,3.949390007
1.544068044,5
1.146128036,5.698970004
1.612783857,6.698970004
1.255272505,4
1.72427587,5.5001445
1.86332286,5
1.959041392,6.079181246
1.857332496,3
1.230448921,4.602059991
1.477121255,6.146128036
2.120573931,6.397940009
2.235528447,5.77815125
1.681241237,4.792391689
1.944482672,4.056904851
1.531478917,5.093421685
1.763427994,3.992155711
0.77815125,4.431363764
2.049218023,4.859318465
2.485721426,5.698970004
2.178976947,6.903089987
0.301029996,5.418301291
0.602059991,3.477121255
1.230448921,3.832508913
1.959041392,5.265089172
0,6.301029996
1.278753601,4
1.477121255,5.041392685
1.301029996,4
1.908485019,6
1.531478917,4.477121255
1.653212514,4.301029996
2.681241237,6.397940009
2.559906625,5.698970004
1.322219295,4.991226076
1.041392685,3.301029996
0,5.294466226
1.556302501,3.126780577
1.041392685,5.526339277
1.643452676,5.322219295
0.477121255,4.477121255
1.875061263,5.404833717
0,4.218588016
1.73239376,7.698970004
1.301029996,5.653212514
1.579783597,3.068185862
1,5.596597096
1.113943352,5.301029996
1.763427994,5.77815125
1.230448921,4.698970004
0.301029996,3.924279286
1.079181246,5.123851641
3.278982117,5.953446539
1.447158031,6.602059991
1.322219295,5.698970004
1.72427587,3.079181246
1.380211242,3.742410881
1.176091259,3
1.204119983,3
1.079181246,4.924279286
1.204119983,5.5774918
1.84509804,5.903089987
1.414973348,4.204119983
0.903089987,3.919078092
1.462397998,3
1.176091259,5.568201724
1.176091259,5.485721426
0.602059991,3.301029996
1.531478917,6.477121255
1.662757832,3.903089987
1,3.447158031
1,3.301029996
1.62324929,4.397940009
1.176091259,5
1.397940009,3.397940009
1.230448921,3.301029996
1.477121255,3.176091259
1.041392685,3.301029996
1.397940009,5.413299764
1.491361694,4.301029996
1.568201724,5.77815125
2.29666519,6.832508913
1.716003344,6.113943352
1.982271233,4.556302501
1.462397998,6.491361694
1.431363764,6.322219295
3.782042417,6.041392685
1.113943352,3.491361694
1.301029996,5.217483944
1.740362689,5.820201459
1.079181246,5.648360011
1.079181246,5.522444234
0.602059991,6
1.176091259,5.91831977
0.602059991,7.11058971
1.278753601,3.301029996
1.176091259,5.442479769
1.763427994,3.301029996
1.041392685,5.744292983
1.041392685,5.071882007
1.977723605,6
0.954242509,5.662757832
0.477121255,4.638489257
1.740362689,6.146128036
2.367355921,6.664792355
2.240549248,3.301029996
1.556302501,6.146128036
1,5.756636108
1.944482672,6.326335861
1.255272505,4.51096034
1.633468456,5.6599162
2.369215857,6.176091259
1.880813592,3.84509804
2.071882007,6.695481676
1.146128036,3.301029996
1.301029996,4.77815125
1.041392685,4.556302501
2.227886705,6.62324929
2.301029996,5.698970004
2.600972896,5
2.361727836,4.711461342
1.591064607,5.301029996
1.857332496,5.414973348
1.672097858,5.801726738
1.361727836,6.176091259
1.230448921,5.53529412
1.51851394,3.602059991
1.491361694,5.821664163
1.301029996,4.985529758
1.301029996,4.880813592
1.785329835,5.683047038
3.866523626,7
1.204119983,5.86569606
1.301029996,3.29841638
2.209515015,3.301029996
1.255272505,5.892094603
1.672097858,4.857332496
1.146128036,3.301029996
1.278753601,3.301029996
1.079181246,5.033423755
1.301029996,5
1.806179974,5.73239376
1.079181246,5.187520721
1.301029996,5.184691431
1.897627091,4.100060224
1.86923172,5.301029996
1.505149978,4.919078092
1.204119983,5.322219295
1.113943352,5.397940009
1.505149978,5.77815125
1.041392685,3.301029996
1.568201724,6.770852012
1.982271233,3.301029996
1,4.041392685
1,5.829303773
1.672097858,4.380211242
1.633468456,4.301029996
1.505149978,4.929418926
1.079181246,3.301029996
1.322219295,5.190331698
1.079181246,4.531478917
1.301029996,3.301029996
1.602059991,6.301029996
1.568201724,6
1.431363764,3.301029996
1.908485019,3.477121255
1.176091259,5.57634135
1.041392685,4.973127854
1.380211242,5.954242509
1.380211242,5.683947131
1.431363764,3.301029996
1.851258349,6.626645498
2.045322979,5.914118811
1.431363764,3.792391689
